timestamp,metric_value,is_incident
0,0.0457075619631647,0
1,-0.1401922363970102,0
2,0.14416293913562528,0
3,0.18843886411793923,0
4,-0.22958866151592333,0
5,-0.11660969350923227,0
6,0.11346671776795511,0
7,2.2306418192206414,1
8,3.028837842701347,1
9,2.947488246121158,1
10,2.9047503091250952,1
11,3.082563188208453,1
12,3.094036092023691,1
13,2.8001082823648193,1
14,0.2844160471203432,0
15,0.09960138043728764,0
16,0.2977894546632325,0
17,0.11238831775083583,0
18,0.4014809426855892,0
19,0.27545280227812735,0
20,0.2681632716144475,0
21,0.20641409516589704,0
22,0.5042931956754493,0
23,0.3097765103515056,0
24,0.28042437963987826,0
25,0.30323335802003937,0
26,0.44693069154370807,0
27,0.4325721444698415,0
28,0.4499665131272929,0
29,0.4626006566390276,0
30,0.7287556373180428,0
31,0.3556780346795886,0
32,0.3485275533902769,0
33,0.3116051042647902,0
34,0.5339502534082562,0
35,0.6183491060023175,0
36,0.43892140758477854,0
37,0.33655384129761134,0
38,0.34501606059043977,0
39,0.5719293026508179,0
40,0.5910163838280931,0
41,0.5657199830842508,0
42,0.38866512447101137,0
43,0.5270825794293816,0
44,0.5130464967354535,0
45,0.5311474598069208,0
46,0.6313716673494674,0
47,0.5360203146177424,0
48,0.60565039867492,0
49,0.5147901406061995,0
50,0.5483679098034976,0
51,0.5995465140586469,0
52,0.28563999123578576,0
53,0.45513029984794484,0
54,0.4309014525133196,0
55,0.4035124930610676,0
56,0.4554722876803418,0
57,0.7178995776545332,0
58,0.3602169132103291,0
59,0.6312885960271937,0
60,0.2290977924052061,0
61,0.4263076299792465,0
62,0.4955012027098766,0
63,0.5531106625458823,0
64,0.565497513201938,0
65,0.5710053473741726,0
66,0.3924445791846661,0
67,0.36771824460228675,0
68,0.5576603449395806,0
69,0.39174463840503865,0
70,0.22015554868678547,0
71,0.23218442408732307,0
72,0.25453877848765294,0
73,0.45692964642329437,0
74,0.39324817412129054,0
75,0.464626193703439,0
76,0.2857856560138643,0
77,0.362136886323333,0
78,0.42035055396944543,0
79,0.26795154586845243,0
80,0.37040891177984836,0
81,0.18985279776606773,0
82,0.22165532050473774,0
83,2.8459202386765936,1
84,2.2936845568252844,1
85,3.804565616487522,1
86,3.586357429625777,1
87,3.3040559471179414,1
88,3.282571132230412,1
89,2.756833961904788,1
90,0.2633162635333917,0
91,0.13382273034320125,0
92,0.07005019677580455,0
93,0.10641388906231153,0
94,-0.15000950780084218,0
95,-0.12934963834334756,0
96,-0.12613832507100808,0
97,-0.09283286748096509,0
98,0.10116139377317228,0
99,-0.11021647876494499,0
100,-0.04672438310590839,0
101,0.18927886512884579,0
102,-0.07463485542387056,0
103,0.07387317861080593,0
104,-0.19230926878363372,0
105,-0.09853286620025987,0
106,1.7774322939732916,1
107,2.197538024913233,1
108,2.460990632630208,1
109,1.8476289289281564,1
110,2.54105669300065,1
111,2.2873197170791086,1
112,2.442996610594961,1
113,1.8749468178103066,1
114,3.1092151226880684,1
115,1.9220218914386495,1
116,1.9209132618357667,1
117,1.8388546136347843,1
118,-0.01584656379136091,0
119,-0.30504503304701874,0
120,-0.43541725003951604,0
121,-0.26746218158304086,0
122,-0.27351249227858004,0
123,-0.11447779637576039,0
124,-0.20460686607715742,0
125,-0.28752273172084714,0
126,-0.13238888002777152,0
127,-0.5406699929636574,0
128,-0.4684193513003569,0
129,-0.521163897398674,0
130,3.5029957398028224,1
131,2.892155697746859,1
132,3.4763950873036173,1
133,3.635432131919412,1
134,3.9503114512120674,1
135,2.99673414973683,1
136,3.467592746303094,1
137,-0.3194583276578335,0
138,-0.15157860919035773,0
139,-0.019461014576013312,0
140,-0.3993668431561773,0
141,-0.6144775608432511,0
142,-0.789898522674012,0
143,-0.43350166161779835,0
144,-0.5986847896608933,0
145,-0.5416477593245217,0
146,-0.5732718705162101,0
147,-0.5041996152639977,0
148,-0.32431632959598927,0
149,-0.46129599506606406,0
150,-0.5087952255558033,0
151,-0.6400013431067375,0
152,-0.7350158059197893,0
153,-0.5554271686625396,0
154,-0.48872473327998694,0
155,-0.21315468326058645,0
156,-0.4560024471434115,0
157,-0.32484745431591516,0
158,-0.5433859203451883,0
159,-0.6419884078010252,0
160,-0.6042957724824326,0
161,-0.5631242941574758,0
162,-0.12941778307885116,0
163,-0.5657853147256486,0
164,-0.3102401456725582,0
165,-0.5644423388072382,0
166,-0.2818173880907951,0
167,1.579678184130699,1
168,2.191135345227885,1
169,1.7845455281194083,1
170,1.9836850481701327,1
171,2.2138251481179707,1
172,2.1271354436361367,1
173,2.2287447814988575,1
174,2.1998513259505303,1
175,2.23733853653701,1
176,2.2685892706780586,1
177,-0.2889571906258101,0
178,-0.3187077437908272,0
179,-0.2456796058861068,0
180,-0.07999236489021296,0
181,-0.230034313721487,0
182,-0.3113524821145591,0
183,-0.07027740136620268,0
184,-0.15816337128161603,0
185,0.02186814892962531,0
186,-0.16680448019925057,0
187,-0.3635443000754652,0
188,-0.3704861562291887,0
189,0.0971702297120417,0
190,0.1230413609300207,0
191,-0.14732343501200493,0
192,-0.16262304175282583,0
193,0.12944502313805867,0
194,-0.24034750959938553,0
195,-0.19292628536348952,0
196,0.05343240242120433,0
197,-0.08654492508819589,0
198,-0.012363539772667322,0
199,-0.020321814317741063,0
200,0.07063618231983991,0
201,0.24692765873612144,0
202,0.06518299579991822,0
203,0.1639449756507859,0
204,-0.2244591983725013,0
205,0.09140947223059762,0
206,-0.01219388325106855,0
207,-0.05305033836527323,0
208,0.013422088543114833,0
209,0.11027703691449278,0
210,0.3128938785408756,0
211,-0.008489947538289112,0
212,0.20985700023150172,0
213,0.14724853031735358,0
214,2.4271424971119737,1
215,2.5246917415781818,1
216,2.3711279205106726,1
217,3.061164706499133,1
218,1.8951079401228579,1
219,2.396727854673471,1
220,0.28231380361416153,0
221,0.3649280455171717,0
222,0.36739799864240164,0
223,0.19029772182682098,0
224,0.3782470202085254,0
225,0.41028764011410945,0
226,0.7647054193407936,0
227,0.6792822265074802,0
228,0.28007011880407134,0
229,0.37487000195546843,0
230,0.20799219691192342,0
231,0.3480342350427581,0
232,0.49270471328955867,0
233,0.6345490566352069,0
234,0.3521907643603905,0
235,0.37088129608401443,0
236,0.15392017177221146,0
237,0.4581774247602543,0
238,0.3293260811651911,0
239,0.4149244703722015,0
240,0.3679991414224384,0
241,3.8645327086021313,1
242,2.686712598088425,1
243,2.992830856032933,1
244,3.1707400701646726,1
245,3.049254894768154,1
246,3.1830755070064924,1
247,3.1873285145877763,1
248,3.508862609096506,1
249,2.6460340689536714,1
250,2.6921412269286966,1
251,3.4528249566358724,1
252,3.183017441171749,1
253,2.216668436046752,1
254,0.48466567376592246,0
255,0.6359448067068304,0
256,0.581958536534337,0
257,0.45723497028485877,0
258,0.49001813588690935,0
259,0.29981247158297425,0
260,0.46580219655137706,0
261,0.4565822609757696,0
262,0.5259137263880642,0
263,0.40187823001913797,0
264,0.5495443046147804,0
265,0.623910634767158,0
266,0.4880677391722016,0
267,0.5098344747618523,0
268,0.45693726488768766,0
269,0.44045294610099306,0
270,0.3232747921560467,0
271,0.4696516454388415,0
272,0.39786363162587085,0
273,0.7163307811548186,0
274,0.6278875490819918,0
275,0.43893037347674874,0
276,0.2554149715101291,0
277,0.19149421186431317,0
278,0.5251834378376746,0
279,3.7860263577923297,1
280,3.5211298842762115,1
281,3.4422534039183477,1
282,3.7469057829835313,1
283,3.891412672503516,1
284,3.520796406171298,1
285,3.216799071701544,1
286,3.200340793242865,1
287,3.7240329791257882,1
288,3.993987514057634,1
289,3.616566638393324,1
290,0.1457118904564411,0
291,0.19147992983498519,0
292,0.3742687395314013,0
293,-0.24662714544142295,0
294,0.08756311761640934,0
295,0.13419409572598223,0
296,0.13666571523521687,0
297,0.020966969461063596,0
298,-0.20231300760713072,0
299,0.09480470209618069,0
300,0.28910253212462794,0
301,-0.2156845902764845,0
302,0.12837894229007193,0
303,-0.06603294012769079,0
304,-0.04146526865647869,0
305,-0.20565200912570805,0
306,-0.11325908314624399,0
307,0.11663506850657242,0
308,-0.0061466572842713355,0
309,0.1512511877918771,0
310,0.0531032861591805,0
311,-0.072405958283209,0
312,0.10872790258283016,0
313,-0.10142497150664509,0
314,-0.05729141926297699,0
315,-0.2399808928999799,0
316,-0.19929496467197705,0
317,-0.32743428137022723,0
318,-0.08767580730027033,0
319,-0.4258872323932951,0
320,-0.1445400747835872,0
321,-0.3029511854522619,0
322,-0.11082493085424669,0
323,-0.1857255843521366,0
324,-0.036776629317323714,0
325,-0.21143718692247657,0
326,-0.5676903520586913,0
327,-0.3523985107499599,0
328,-0.5282577002771164,0
329,-0.4399194825427863,0
330,-0.14482423219596482,0
331,-0.2848102155026263,0
332,-0.4938035270378197,0
333,2.3671450434485424,1
334,2.8887702716164942,1
335,2.3548940590879033,1
336,2.4494037385829373,1
337,2.560695554284009,1
338,3.1802537591934854,1
339,2.669354988319971,1
340,2.7252641381117093,1
341,3.2334064959518516,1
342,2.4378505827439625,1
343,-0.39157483816346983,0
344,-0.21431217311666317,0
345,-0.7688299118182803,0
346,-0.5501228644359047,0
347,-0.3744450338825368,0
348,-0.701452524132227,0
349,-0.2434609229748395,0
350,-0.4097465080949012,0
351,-0.3376656823063552,0
352,-0.5494549134424049,0
353,-0.3404164288066085,0
354,2.5577957503461946,1
355,2.2775055455965294,1
356,2.3637750135076896,1
357,2.4246228953261966,1
358,2.7719384937460188,1
359,2.5423711637338497,1
360,2.88344688783013,1
361,2.7322086677725803,1
362,2.5892901137203927,1
363,2.262309050711591,1
364,2.6944916812570536,1
365,3.020116695667595,1
366,-0.5130915743438168,0
367,-0.5170085160955199,0
368,-0.355018033976329,0
369,-0.24998250856448295,0
370,-0.3657945888533749,0
371,-0.158633417622297,0
372,-0.21953752400291587,0
373,-0.2114825247817208,0
374,-0.24396683851209156,0
375,0.033094574458638525,0
376,-0.33544780629425086,0
377,-0.5934842764718037,0
378,-0.04027384064677375,0
379,-0.3372084414700122,0
380,-0.2397105594947818,0
381,-0.046509086196986536,0
382,-0.47005232864833746,0
383,-0.40396778999110705,0
384,-0.44266852761868625,0
385,-0.3076156933735868,0
386,-0.108344154879988,0
387,-0.08124576889547463,0
388,-0.10382114944305598,0
389,-0.3423838427065008,0
390,-0.46202401268237064,0
391,-0.09224251521105761,0
392,-0.15591134862817818,0
393,-0.0008637549407800038,0
394,0.05100238664032762,0
395,-0.017981017711313822,0
396,0.09095334602422606,0
397,0.027027549458003126,0
398,0.08791444607556326,0
